samples,1,2,3,4,5,6,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,25,27,29,30,31,32,33,34,37,38,41,42,43,45,46,47,49,52,53,54,57,58,60,63,64,66,67,68,69,70,71,72,73,74,76,78,81,84,88,90,92
C-MA_1,0.04944644520013945,0.5146756454648099,-0.07303299419206903,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,0.7561742795036737,-0.6501709984953292,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,0.6256197520717338,-0.4030379474075573,-0.653658014293257,-0.49672009350466745,-0.49990083641773725,0.007520568428401888,-0.13511631305349056,-0.49050162481387904,-0.7660616688737462,-0.49800792202912536,0.6948335972772354,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,1.6789272923424639,1.562422160919803,-0.4972444634516619,-0.9524922434833522,-0.48497476246252835,-0.7956759181788922,-0.44163822872392955,-0.48738476582439777,-0.4918073434933915,-0.5315764071788277,-0.6110864978764282,-0.7609382001361754,-0.9926773913816412,-0.4941666928291837,-0.11531866641018862,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-1.2364397960402604,-1.3561777156493273,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.8010324765647372,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.5010300136120617,-0.488266552558244,-0.40752369214408907,-1.1121936111861683,-0.45921267226988577
C-MA_2,0.4202947842011857,0.5443349199492227,0.45620948061194433,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,0.9949661572416759,-0.6501709984953292,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,0.8007631504542482,-0.4030379474075573,-0.653658014293257,-0.49672009350466745,-0.49990083641773725,0.3885154029615877,0.6530621797585378,-0.49050162481387904,-0.7660616688737462,-0.49800792202912536,0.5777268112192743,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,2.2160997635436286,1.9506704792172336,-0.4972444634516619,-1.3455842804764817,-0.48497476246252835,-0.3717484953035347,-0.43493636041187156,-0.48738476582439777,-0.4918073434933915,-0.2864741396437895,-0.6110864978764282,-0.7609382001361754,-0.952706628942567,-0.4941666928291837,0.2871840568716846,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-0.9002223124127252,-1.125646132803717,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.5980355094546067,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.5010300136120617,-0.488266552558244,-0.40752369214408907,-1.1121936111861683,-0.45921267226988577
C-MA_3,0.22323884023015006,0.511186319054879,0.6190533190131792,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,1.1484752215018201,-0.6501709984953292,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,0.8572610209002205,-0.4030379474075573,-0.653658014293257,-0.49672009350466745,-0.49990083641773725,0.4949385410993491,0.7136912945902322,-0.49050162481387904,-0.7660616688737462,-0.49800792202912536,1.4625336392127575,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,2.0739070505786144,2.047732558791591,-0.4972444634516619,-0.8466597719852019,-0.48497476246252835,-0.3337848454938012,-0.4331491955286561,-0.48738476582439777,-0.4918073434933915,-0.14045576749525604,-0.6110864978764282,-0.7609382001361754,-0.8643502067088238,-0.4941666928291837,0.5247588350039122,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-0.5682075473305344,-0.8671713277950026,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.36362234505362273,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.5010300136120617,-0.488266552558244,-0.40752369214408907,-1.1121936111861683,-0.45921267226988577
C-M-EC_1,-0.6963555649680162,-0.9770113947806561,-0.8039797688339756,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,0.33260297256364596,-0.6501709984953292,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,-0.7811772220329778,-0.4030379474075573,1.5699007661448277,-0.49672009350466745,-0.49990083641773725,-1.7612319874211926,-1.1484886609546698,-0.49050162481387904,-0.38777131506109186,-0.49800792202912536,-0.9186376772991164,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,-0.4974111755387255,-0.6977376920259539,-0.4972444634516619,-0.24190279199577197,-0.48497476246252835,-1.2360542559718009,-0.5662929793282087,-0.48738476582439777,-0.4918073434933915,-0.6984545467771516,-0.6110864978764282,-0.7609382001361754,1.43039230216182,2.3458033370445586,-1.0440200718361692,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-0.4169096796981435,0.1387846700767511,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.7043672541313417,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.5010300136120617,-0.488266552558244,-0.40752369214408907,0.8593539269110989,-0.45921267226988577
C-M-EC_2,-0.6963555649680162,-0.9770113947806561,-0.8039797688339756,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,0.32407469121586013,-0.6501709984953292,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,-0.7811772220329778,-0.4030379474075573,1.6723014994544763,-0.49672009350466745,-0.49990083641773725,-1.7612319874211926,-1.1484886609546698,-0.49050162481387904,-0.41905848718093547,-0.49800792202912536,-1.0487563284746286,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,-0.4974111755387255,-0.6977376920259539,-0.4972444634516619,0.6349948289889015,-0.48497476246252835,-1.2537706258830097,-0.5662929793282087,-0.48738476582439777,-0.4918073434933915,-0.8027533840261041,-0.6110864978764282,-0.7609382001361754,1.0517219211600632,1.5241767875213375,-1.2089480169858149,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-0.7153026964175809,-0.6506113560309446,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.9460303102148304,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.5010300136120617,-0.488266552558244,-0.40752369214408907,0.16705479139602797,-0.45921267226988577
C-M-EC_3,-0.6963555649680162,-0.9770113947806561,-0.8039797688339756,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,0.4718982345774806,-0.6501709984953292,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,-0.7811772220329778,-0.4030379474075573,2.4183639849962018,-0.49672009350466745,-0.49990083641773725,-1.7612319874211926,-1.1484886609546698,-0.49050162481387904,-0.3763941615629669,-0.49800792202912536,-0.16394950048114543,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,-0.4974111755387255,-0.6977376920259539,-0.4972444634516619,0.6047569799894299,-0.48497476246252835,-1.1923960586906073,-0.5662929793282087,-0.48738476582439777,-0.4918073434933915,-0.7245292560893898,-0.6110864978764282,-0.7609382001361754,1.548200865140144,2.0600201893843075,-1.1088131931449585,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-0.3244498717005714,-0.09873271830963519,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.7986158460039023,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.5010300136120617,-0.488266552558244,-0.40752369214408907,0.784104020876852,-0.45921267226988577
C-M-T5_1,-0.6963555649680162,-0.6123767849428755,-0.8039797688339756,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,-1.5322478821521808,0.11781754791827802,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,-0.7811772220329778,-0.4030379474075573,-0.050225121575684754,-0.49672009350466745,-0.49990083641773725,0.8354925831401856,-1.1484886609546698,-0.49050162481387904,-0.2100032916528896,-0.49800792202912536,0.8379641135702988,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,-0.4974111755387255,-0.6977376920259539,-0.4972444634516619,0.42332988599260096,-0.48497476246252835,-0.41603942008155714,-0.5662929793282087,-0.48738476582439777,-0.4918073434933915,-1.2512383841965995,-0.6110864978764282,-0.7609382001361754,0.8834239740481716,-0.4941666928291837,-0.8162624332961824,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-0.7741407560523996,0.5928620302271954,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.7212836680571859,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.3621752200467026,-0.488266552558244,-0.40752369214408907,0.8443039457042495,-0.45921267226988577
C-M-T5_2,-0.6963555649680162,-0.6402913962223229,-0.8039797688339756,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,-1.5322478821521808,-0.09864254431412867,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,-0.7811772220329778,-0.4030379474075573,0.08509013315492235,-0.49672009350466745,-0.49990083641773725,0.6013616792371105,-1.1484886609546698,-0.49050162481387904,-0.28395478939070173,-0.49800792202912536,0.3565251042209035,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,-0.4974111755387255,-0.6977376920259539,-0.4972444634516619,-0.04535677349920725,-0.48497476246252835,-0.8209850180520478,-0.5662929793282087,-0.48738476582439777,-0.4918073434933915,-1.2512383841965995,-0.6110864978764282,-0.7609382001361754,0.9633654989263202,-0.4941666928291837,-1.0342029322439286,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-1.2112234847681953,-0.489937828593095,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-1.018529227039877,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.45125188006976313,-0.488266552558244,-0.40752369214408907,0.10685486656863051,-0.45921267226988577
C-M-T5_3,-0.6963555649680162,-0.5844621736634282,-0.8039797688339756,-0.49512402497084246,-0.4964755721815972,-0.8083158294503707,-0.4997607769826225,-1.5322478821521808,0.12967837488991674,-0.49697147409742853,-0.6599170819811406,-0.49611457176045787,-0.4974492310816328,-0.4795748374369175,-0.7811772220329778,-0.4030379474075573,0.18749086646457097,-0.49672009350466745,-0.49990083641773725,1.176046625181022,-1.1484886609546698,-0.49050162481387904,-0.3408405568813265,-0.49800792202912536,1.1112132810388744,-0.49984776785399126,-0.49677402966516454,-0.497427679047338,-0.4974111755387255,-0.6977376920259539,-0.4972444634516619,0.4686866594918082,-0.48497476246252835,-0.6185122190668025,-0.5662929793282087,-0.48738476582439777,-0.4918073434933915,-1.2512383841965995,-0.6110864978764282,-0.7609382001361754,1.3294135338946846,-0.4941666928291837,-0.8928361221156608,-0.49681939244466305,-0.49285335354921,-0.49546854322006634,-0.7909516302337763,0.19467111440295964,-0.48985296416422375,-0.7180846511295274,-0.48502609727912027,-0.9242806351673164,-0.4855050117706064,-0.7353198076196032,-0.48413843734364465,-0.48239032413553895,-0.4889481250534859,-0.36269920039977943,-0.488266552558244,-0.40752369214408907,0.7088541148426052,-0.45921267226988577
